Channel Title,Channel Username,ID,Message,Date,Media Path
Sheger online-store,@Shageronlinestore,5323,"💥Only baby 3in1 double bottle milk warmer,sterilizer,food steamer

        ዋጋ:-3000ብር✅

❌ውስን ፍሬ ነው ያለው

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819



     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-19 13:54:46+00:00,photos/@Shageronlinestore_5323.jpg
Sheger online-store,@Shageronlinestore,5322,"💥Only baby 3in1 double bottle milk warmer,sterilizer,food steamer

        ዋጋ:-3000ብር✅

❌ውስን ፍሬ ነው ያለው

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819



     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-19 13:54:27+00:00,photos/@Shageronlinestore_5322.jpg
Sheger online-store,@Shageronlinestore,5321,,2024-09-19 07:51:06+00:00,photos/@Shageronlinestore_5321.jpg
Sheger online-store,@Shageronlinestore,5320,,2024-09-19 07:51:06+00:00,photos/@Shageronlinestore_5320.jpg
Sheger online-store,@Shageronlinestore,5319,"💥1pc stainless steel loaf pan

👍ትልቁ

         ዋጋ:-ትልቁ:-800ብር✅

❌ውስን ፍሬ ነው ያለው

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819

    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-19 07:51:05+00:00,photos/@Shageronlinestore_5319.jpg
Sheger online-store,@Shageronlinestore,5318,,2024-09-18 14:19:39+00:00,photos/@Shageronlinestore_5318.jpg
Sheger online-store,@Shageronlinestore,5317,"📣Geemy Rechargable Hair  Clipper

✔️ የፀጉርና የፂም መቁረጪያ ቶንዶስ
✔️ በቻርጅ የሚሰራ 
✔️ ከ3-4 ሰዓት ቻርጅ ተደርጎ ከ240-300 ደቂቃ  ይጠቀሙበታል
✔️ መለዋወጫ 4 ጥርስ ያለው
✔️ 2000mA ባትሪ
✔️ በየትኛውም የሰውነት ክፍል የሚበቅል ፀጉርን ሙልጭጭ አድርጎ ይቆርጣል፤ ቅርፅም ያወጣል
🤫 ፀጉር ቤት ይዘውት ቢጠቀሙበት የሚያኮራ
✔️ የባትሪ መጠን ማሳያ ስክሪን ያለው

      ዋጋ:-2100 ብር💵

❌ውስን ፍሬ ነው ያለው

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819

     
    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-18 14:19:39+00:00,photos/@Shageronlinestore_5317.jpg
Sheger online-store,@Shageronlinestore,5316,,2024-09-18 10:38:39+00:00,photos/@Shageronlinestore_5316.jpg
Sheger online-store,@Shageronlinestore,5315,,2024-09-18 10:38:39+00:00,photos/@Shageronlinestore_5315.jpg
Sheger online-store,@Shageronlinestore,5314,"💥 kids water bottle

 👉ጠንካራ እና እማይሰበር

     ዋጋ:-450ml:-600ብር✅
           800ml:-650ብር✅

🏢 አድራሻ  ቁ.1👉 መገናኝ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0973611819

     


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-18 10:38:39+00:00,photos/@Shageronlinestore_5314.jpg
Sheger online-store,@Shageronlinestore,5313,"💥4Pcs isolated lunch box with bag 

⚡️በውስጡ 4 የምሳ ዕቃወች የያዘ
⚡️leakp️roof
⚡️stainless still food grade materials
⚡️ምግብዎን ሳያቀዘቅዝ እንደሞቀ ሚያቆይ
    

        🟠በቢሮዎ ውስጥ
         🍵 ለልጆች ትምህርት ቤት


      ዋጋ:-3200ብር✅


✖️ውስን ፍሬ ነው ያለን


🏢 አድራሻ  ቁ.1👉 መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0973611819


   

    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-18 06:22:40+00:00,
Sheger online-store,@Shageronlinestore,5312,"💥4Pcs isolated lunch box with bag 

⚡️በውስጡ 4 የምሳ ዕቃወች የያዘ
⚡️leakp️roof
⚡️stainless still food grade materials
⚡️ምግብዎን ሳያቀዘቅዝ እንደሞቀ ሚያቆይ
    

        🟠በቢሮዎ ውስጥ
         🍵 ለልጆች ትምህርት ቤት


      ዋጋ:-3200ብር✅


✖️ውስን ፍሬ ነው ያለን


🏢 አድራሻ  ቁ.1👉 መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0973611819


   

    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-18 06:17:49+00:00,photos/@Shageronlinestore_5312.jpg
Sheger online-store,@Shageronlinestore,5311,"📣 Telescopic Stainless Steel Majic Mop

✔️ ማጂክ መወልወያ
✔️ ውሃ በከፍተኛ ደረጃ ይመጣል
✔️በራሱ ይጨምቃል ከእጅ ንኪኪ ነፃ

        💲 ዋጋ፦ 800 ብር


ውስን ፍሬ ነው የቀረው ❌❌
< Limited Stock 📌

🏢 አድራሻ  ቁ.1👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-17 14:54:46+00:00,
Sheger online-store,@Shageronlinestore,5310,"📣 Telescopic Stainless Steel Majic Mop

✔️ ማጂክ መወልወያ
✔️ ውሃ በከፍተኛ ደረጃ ይመጣል
✔️በራሱ ይጨምቃል ከእጅ ንኪኪ ነፃ

        💲 ዋጋ፦ 800 ብር


ውስን ፍሬ ነው የቀረው ❌❌
< Limited Stock 📌

🏢 አድራሻ  ቁ.1👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-17 14:47:03+00:00,photos/@Shageronlinestore_5310.jpg
Sheger online-store,@Shageronlinestore,5309,"💥Portable menstural heating pad

⚡️በወር አበባ ወቅት ለሚመጡ ህመሞች ፍቱን መፍትሄ

👍period pain relief
👍high quality material
👍portable and rechargable
👍quick pain relief
👍total comfort
👍Best gift for friends, family or loved ones.
       ዋጋ:-1900ብር✅

✖️ውስን ፍሬ ነው ያለን

🏢 አድራሻ  ቁ.1👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-17 08:56:08+00:00,
Sheger online-store,@Shageronlinestore,5308,"💥Portable menstural heating pad

⚡️በወር አበባ ወቅት ለሚመጡ ህመሞች ፍቱን መፍትሄ

👍period pain relief
👍high quality material
👍portable and rechargable
👍quick pain relief
👍total comfort
👍Best gift for friends, family or loved ones.
       ዋጋ:-1900ብር✅

✖️ውስን ፍሬ ነው ያለን

🏢 አድራሻ  ቁ.1👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-17 08:55:49+00:00,
Sheger online-store,@Shageronlinestore,5307,"💥Portable menstural heating pad

⚡️በወር አበባ ወቅት ለሚመጡ ህመሞች ፍቱን መፍትሄ

👍period pain relief
👍high quality material
👍portable and rechargable
👍quick pain relief
👍total comfort
👍Best gift for friends, family or loved ones.
       ዋጋ:-1900ብር✅

✖️ውስን ፍሬ ነው ያለን

🏢 አድራሻ  ቁ.1👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-17 08:55:30+00:00,
Sheger online-store,@Shageronlinestore,5306,,2024-09-17 08:50:57+00:00,photos/@Shageronlinestore_5306.jpg
Sheger online-store,@Shageronlinestore,5305,,2024-09-17 08:50:57+00:00,photos/@Shageronlinestore_5305.jpg
Sheger online-store,@Shageronlinestore,5304,,2024-09-17 08:50:57+00:00,photos/@Shageronlinestore_5304.jpg
Sheger online-store,@Shageronlinestore,5303,,2024-09-17 08:50:57+00:00,photos/@Shageronlinestore_5303.jpg
Sheger online-store,@Shageronlinestore,5302,"💥Portable menstural heating pad

⚡️በወር አበባ ወቅት ለሚመጡ ህመሞች ፍቱን መፍትሄ

👍period pain relief
👍high quality material
👍portable and rechargable
👍quick pain relief
👍total comfort
👍Best gift for friends, family or loved ones.

       ዋጋ:-1900ብር✅

✖️ውስን ፍሬ ነው ያለን

🏢 አድራሻ  ቁ.1👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-17 08:50:56+00:00,photos/@Shageronlinestore_5302.jpg
Sheger online-store,@Shageronlinestore,5301,"🌟 Reusable convenience LVy Grip Tape
💯High Quality 
®️ ውፍራም ቲክነስ ያለው አንደኛው
#ሕይወትዎን_የሚያቀል_ፕላስተር
⚡️ቆራርጠን መጠቀም የምንችለዉ
⚡️በ ሁለቱም ጎን አጣብቆ መያዝ የሚችል
⚡️ታጥቦ እንደገና ጥቅም ላይ ሊውል የሚችል 
⚡️ለስራ ቦታ ፣ለኪችንዎ... ተመራጭ

🪞Size: 3 Meter 
🪞 Double Sided Tape 
🪞Reusable,  Removable & Washable 
🪞 Ivy Grip Tape Life Magic Tape 
🪞Seamless hook, 
🪞nano-sol all-purpose tape


ዋጋ፦  💰🏷  3ሜትር 500 ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ  ቁ.1👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0985511819



     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-17 05:20:55+00:00,
Sheger online-store,@Shageronlinestore,5300,"🌟 Reusable convenience LVy Grip Tape
💯High Quality 
®️ ውፍራም ቲክነስ ያለው አንደኛው
#ሕይወትዎን_የሚያቀል_ፕላስተር
⚡️ቆራርጠን መጠቀም የምንችለዉ
⚡️በ ሁለቱም ጎን አጣብቆ መያዝ የሚችል
⚡️ታጥቦ እንደገና ጥቅም ላይ ሊውል የሚችል 
⚡️ለስራ ቦታ ፣ለኪችንዎ... ተመራጭ

🪞Size: 3 Meter 
🪞 Double Sided Tape 
🪞Reusable,  Removable & Washable 
🪞 Ivy Grip Tape Life Magic Tape 
🪞Seamless hook, 
🪞nano-sol all-purpose tape


ዋጋ፦  💰🏷  3ሜትር 500 ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ  👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-17 05:20:55+00:00,
Sheger online-store,@Shageronlinestore,5299,,2024-09-16 12:41:30+00:00,photos/@Shageronlinestore_5299.jpg
Sheger online-store,@Shageronlinestore,5298,"🛒 ከፍተኛ ሙቀት የሚችል ሴራሚክ የላዛኛ መስሪያ እንዲሁም ማቅረቢያ

👍family size
👍material:-ceramic
👍ኦቭን ውስጥ መገባት እሚችል

       ዋጋ:-1700 ብር✅


✖️ውስን ፍሬ ነው ያለን

🏢 አድራሻ  ቁ.1👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-16 12:41:29+00:00,photos/@Shageronlinestore_5298.jpg
Sheger online-store,@Shageronlinestore,5297,"💥Flame Aroma Diffuser Humidifier

👉በኤሌክትሪክ የሚሰራ 
👉 ለቤት መልካም መዓዛን የሚሰጥ


🚩Purify the air & Beautify the Environment


👉very effective: Usb power interface, convenient and quick operation, can be used anywhere.

              ዋጋ፦ 1,450 ብር

🏢 አድራሻ  ቁ.1👉 መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0971611819



    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-16 05:13:52+00:00,
Sheger online-store,@Shageronlinestore,5296,,2024-09-16 05:09:44+00:00,photos/@Shageronlinestore_5296.jpg
Sheger online-store,@Shageronlinestore,5295,,2024-09-16 05:09:44+00:00,photos/@Shageronlinestore_5295.jpg
Sheger online-store,@Shageronlinestore,5294,"💥Flame Aroma Diffuser Humidifier

👉በኤሌክትሪክ የሚሰራ 
👉 ለቤት መልካም መዓዛን የሚሰጥ


🚩Purify the air & Beautify the Environment


👉very effective: Usb power interface, convenient and quick operation, can be used anywhere.

              ዋጋ፦ 1,450 ብር

🏢 አድራሻ  ቁ.1👉 መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0971611819



    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-16 05:09:30+00:00,photos/@Shageronlinestore_5294.jpg
Sheger online-store,@Shageronlinestore,5291,"💥3Pcs isolated lunch box with bag 

⚡️በውስጡ ሶስተት የተለያየ መጠን ያላቸው የምሳ ዕቃወች የያዘ
⚡️leakp️roof
⚡️stainless still food grade materials
⚡️ምግብዎን ሳያቀዘቅዝ እንደሞቀ ሚያቆይ
    

        🟠በቢሮዎ ውስጥ
         🍵 ለልጆች ትምህርት ቤት


      ዋጋ:-2800ብር✅


✖️ውስን ፍሬ ነው ያለን


🏢 አድራሻ  ቁ.1👉 መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0971611819


   

    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2024-09-15 13:46:31+00:00,photos/@Shageronlinestore_5291.jpg
Sheger online-store,@Shageronlinestore,5290,,2024-09-15 13:45:32+00:00,photos/@Shageronlinestore_5290.jpg
Sheger online-store,@Shageronlinestore,5289,,2024-09-15 13:45:32+00:00,photos/@Shageronlinestore_5289.jpg
